highway_n,osmid_n,ref_n,geometry_n
,652445045,,POINT (-117.020442 32.5756455)
,652445046,,POINT (-117.0199065 32.5756339)
,652445049,,POINT (-117.0186732 32.5750411)
turning_circle,49120634,,POINT (-116.971497 32.782558)
,4253844859,,POINT (-117.044758 32.651166)
,49120635,,POINT (-116.9719762 32.782566)
,4253844861,,POINT (-117.0449759 32.6499345)
,652445050,,POINT (-117.0182288 32.5743788)
,652445055,,POINT (-117.0207843 32.5742693)
turning_circle,652445057,,POINT (-117.0198042 32.5738086)
,49710467,,POINT (-117.081718 32.67812)
turning_circle,652445059,,POINT (-117.0189244 32.5736546)
,652445060,,POINT (-117.0212993 32.5796758)
turning_circle,652445061,,POINT (-117.0218216 32.5798209)
,652445063,,POINT (-117.020955 32.5778972)
,49055112,,POINT (-117.073677 32.585789)
turning_circle,652445065,,POINT (-117.0220932 32.5785638)
,49513862,,POINT (-117.019302 32.649391)
,49055115,,POINT (-117.073313 32.5865041)
,652445062,,POINT (-117.0206985 32.5782202)
,49055117,,POINT (-117.073097 32.587032)
,49644933,,POINT (-117.040222 32.576012)
turning_circle,49644935,,POINT (-117.03978 32.576023)
,5523932560,,POINT (-117.0975675 32.7189379)
,652445066,,POINT (-117.0194436 32.5795881)
turning_circle,49579410,,POINT (-117.051102 32.732449)
,49513867,,POINT (-116.960258 32.633556)
,652445067,,POINT (-117.0186278 32.5796848)
,652445068,,POINT (-117.0185527 32.5777863)
,49120654,,POINT (-116.995331 32.746498)
,5523932567,,POINT (-117.0996305 32.7188658)
turning_circle,49513871,,POINT (-116.959442 32.632931)
,4253844889,,POINT (-117.043135 32.656333)
,652445074,,POINT (-117.0191482 32.5822478)
,49644946,,POINT (-117.086258 32.69902)
,652445076,,POINT (-117.0187962 32.5825764)
,652445081,,POINT (-117.0197812 32.583988)
,652445086,,POINT (-117.0199089 32.5810395)
,365069729,,POINT (-116.9607092 32.6581945)
,652445091,,POINT (-117.0203916 32.581911)
,652445092,,POINT (-117.0224902 32.5791695)
,652445093,,POINT (-117.0216641 32.5790067)
,1283556775,,POINT (-117.2464521 32.792553)
,652445096,,POINT (-117.0191857 32.5780394)
,365069739,,POINT (-116.959956 32.6568959)
turning_circle,652445099,,POINT (-117.017909 32.5769183)
,49120690,,POINT (-117.093727 32.702301)
,49055155,,POINT (-117.021538 32.650177)
traffic_signals,49120691,,POINT (-117.093727 32.700455)
,49055157,,POINT (-117.021088 32.649742)
,49579446,,POINT (-117.017799 32.646526)
traffic_signals,49120692,,POINT (-117.093727 32.698635)
traffic_signals,49120693,,POINT (-117.093742 32.696785)
,49513908,,POINT (-117.1898221 32.7606344)
,49120695,,POINT (-117.09375 32.695351)
,49120696,,POINT (-117.093758 32.693607)
,49055164,,POINT (-117.055206 32.553608)
,49120697,,POINT (-117.093758 32.692577)
,49579454,,POINT (-117.016289 32.645752)
,49513914,,POINT (-117.046913 32.710667)
,49513915,,POINT (-117.046913 32.71204)
,49186241,,POINT (-117.044991 32.708931)
,49186242,,POINT (-117.044617 32.709064)
,49120700,,POINT (-117.0937616 32.6917101)
,49120699,,POINT (-117.093758 32.69173)
turning_circle,49055173,,POINT (-117.025284 32.700756)
,652445117,,POINT (-117.0199045 32.5824557)
,49055179,,POINT (-117.024384 32.700096)
traffic_signals,49317324,,POINT (-117.0983545 32.7831976)
,49186253,,POINT (-117.042717 32.709309)
,49186251,,POINT (-117.043633 32.709236)
,49055182,,POINT (-117.150063 32.784504)
,49055180,,POINT (-117.150597 32.783932)
traffic_signals,49317332,,POINT (-117.0977311 32.7876888)
,49317333,,POINT (-117.0977144 32.7887604)
,49055190,,POINT (-117.149338 32.785789)
,49317336,,POINT (-117.0976345 32.7908875)
,48989658,,POINT (-117.006416 32.7739933)
,49055195,,POINT (-117.148079 32.786339)
turning_circle,49645019,,POINT (-117.028503 32.618835)
,49055197,,POINT (-117.079857 32.690052)
,49055200,,POINT (-117.079308 32.690392)
,49055206,,POINT (-117.077477 32.687916)
,49120743,,POINT (-117.045158 32.724216)
,49120746,,POINT (-117.046333 32.725422)
turning_circle,49120749,,POINT (-117.046356 32.726715)
,48957729,,POINT (-117.0515746 32.7707421)
,49448436,,POINT (-117.089973 32.617451)
,48957730,,POINT (-117.045677 32.766006)
,49448439,,POINT (-117.074493 32.621357)
turning_circle,49317369,,POINT (-116.964348 32.636509)
,48957731,,POINT (-117.045593 32.766006)
,49448443,,POINT (-117.064133 32.624107)
,49448445,,POINT (-117.06662 32.623402)
,49186302,,POINT (-117.0099391 32.6953488)
,49448447,,POINT (-117.07058 32.622288)
,49448448,,POINT (-117.071228 32.622112)
,49317377,,POINT (-117.0854085 32.6520486)
,48957732,,POINT (-117.042122 32.762497)
,48957733,,POINT (-117.042122 32.762574)
,49317380,,POINT (-117.114372 32.574726)
,49317383,,POINT (-117.113487 32.574726)
,49317384,,POINT (-117.113083 32.574734)
,49317385,,POINT (-117.11264 32.574718)
turning_circle,49186315,,POINT (-117.046852 32.729069)
,49055244,,POINT (-117.018677 32.648602)
,49448460,,POINT (-117.084053 32.619041)
,49448459,,POINT (-117.082893 32.619366)
,49055247,,POINT (-117.018501 32.649174)
,49579536,,POINT (-117.10643 32.770142)
,49055249,,POINT (-117.01873 32.650124)
,49317388,,POINT (-117.110046 32.574711)
,49055251,,POINT (-117.018837 32.650688)
,49317396,,POINT (-117.105713 32.574696)
,49018768,,POINT (-117.1323216 32.5831775)
,49317398,,POINT (-117.104561 32.574696)
,49317400,,POINT (-117.103508 32.574688)
,49317401,,POINT (-117.10244 32.574684)
,49186331,,POINT (-117.045891 32.729191)
traffic_signals,1742439963,,POINT (-117.153976 32.768195)
,49317407,,POINT (-117.100487 32.574692)
traffic_signals,1742439967,,POINT (-117.1557689 32.7676969)
,49317409,,POINT (-117.09964 32.574684)
,1742439971,,POINT (-117.1583839 32.7669589)
,49448486,,POINT (-117.0322022 32.7399151)
,3402597927,,POINT (-117.1038066 32.7284258)
,49120809,,POINT (-117.155884 32.75428)
,49317418,,POINT (-117.1230576 32.574659)
,49317419,,POINT (-117.122543 32.574657)
,49645098,,POINT (-117.004791 32.735432)
,3402597930,,POINT (-117.1012388 32.728428)
,49317422,,POINT (-117.121582 32.574665)
traffic_signals,1742439978,,POINT (-117.1607468 32.7664718)
,49120810,,POINT (-117.155884 32.754532)
traffic_signals,1742439983,,POINT (-117.1607263 32.7663565)
,3402597940,,POINT (-117.1008641 32.728848)
,3402597941,,POINT (-117.1014482 32.7288735)
,1742439990,,POINT (-117.1583407 32.7668481)
,49317431,,POINT (-117.118729 32.574661)
,49120822,,POINT (-117.1552761 32.7455438)
,49579577,,POINT (-117.101044 32.77182)
,49120824,,POINT (-117.1552652 32.7469829)
traffic_signals,49120826,,POINT (-117.1552951 32.7483769)
,49317436,,POINT (-117.071114 32.5746)
,49120829,,POINT (-117.155693 32.722)
turning_circle,49120830,,POINT (-117.155645 32.722874)
traffic_signals,49120831,,POINT (-117.1555722 32.7115149)
,49120832,,POINT (-117.155593 32.7125906)
,1268352577,,POINT (-117.1870081 32.7604118)
,48924226,,POINT (-117.071136 32.591991)
traffic_signals,49120833,,POINT (-117.1555923 32.7136383)
,49120834,,POINT (-117.1555961 32.7146869)
,49382972,,POINT (-116.958504 32.641926)
traffic_signals,1742439998,,POINT (-117.1539291 32.7680771)
traffic_signals,1742439999,,POINT (-117.1538062 32.7682466)
traffic_signals,1742440000,,POINT (-117.1537571 32.7681235)
,49514051,,POINT (-117.028999 32.695034)
,3402597956,,POINT (-117.1003636 32.7310639)
,3402597957,,POINT (-117.1005474 32.73144)
,3402597959,,POINT (-117.0894133 32.7327451)
,3402597960,,POINT (-117.0883362 32.7328498)
traffic_signals,49120838,,POINT (-117.1556181 32.7188569)
,3402597964,,POINT (-117.0973972 32.7332351)
,49251920,,POINT (-117.162682 32.794472)
,1268352590,,POINT (-117.1872659 32.7602905)
traffic_signals,49382991,,POINT (-117.1039848 32.7552113)
,1268352593,,POINT (-117.1871081 32.7602861)
,49382994,,POINT (-117.103981 32.75708)
,3402597970,,POINT (-117.0973876 32.7336681)
,49120852,,POINT (-117.041809 32.636066)
,1268352597,,POINT (-117.1872068 32.760391)
,49120854,,POINT (-117.091843 32.712143)
,49120853,,POINT (-117.041367 32.634876)
,49120856,,POINT (-117.092148 32.724155)
,49120857,,POINT (-117.092163 32.725559)
,49120858,,POINT (-117.091217 32.749531)
,49120859,,POINT (-117.0911788 32.7513574)
,49514076,,POINT (-117.03495 32.698959)
,49120861,,POINT (-117.0911218 32.7562074)
,49120860,,POINT (-117.091141 32.754936)
,49120864,,POINT (-117.091011 32.759041)
traffic_signals,49251934,,POINT (-117.1944109 32.7680064)
,49317475,,POINT (-117.163757 32.710407)
,49317476,,POINT (-117.1647085 32.7104006)
,49514084,,POINT (-117.036911 32.701111)
,1268352613,,POINT (-117.1870328 32.760215)
,49120871,,POINT (-117.091988 32.721436)
,49120873,,POINT (-117.091614 32.783958)
,49251946,,POINT (-117.1910239 32.7690594)
traffic_signals,1268352619,,POINT (-117.1902344 32.7593078)
,49251947,,POINT (-117.1898409 32.7695824)
,1268352622,,POINT (-117.1869876 32.7603307)
,49251951,,POINT (-117.1882159 32.7703034)
,49317490,,POINT (-117.029694 32.712059)
,49055347,,POINT (-117.0748846 32.7257324)
,1288078966,,POINT (-117.0349379 32.6564572)
,49055351,,POINT (-117.0750433 32.7270174)
,49055354,,POINT (-117.0750413 32.7281099)
,49055355,,POINT (-117.075089 32.728607)
,3639314054,,POINT (-117.092815 32.664469)
,3639314056,,POINT (-117.0931678 32.6653272)
,3639314058,,POINT (-117.0944828 32.6659231)
,49776271,,POINT (-117.113052 32.587086)
,49317521,,POINT (-117.059898 32.747189)
stop,49514141,,POINT (-117.1400883 32.7607993)
,49055394,,POINT (-117.111053 32.771881)
,49055395,,POINT (-117.110321 32.771713)
,49055396,,POINT (-116.9530511 32.5562128)
,49514146,,POINT (-117.1391487 32.7617837)
traffic_signals,49252003,,POINT (-117.1775579 32.7721994)
,49252005,,POINT (-117.1755359 32.7736824)
,49514150,,POINT (-117.043961 32.616989)
,1469023916,,POINT (-117.1554107 32.7188738)
,49252014,,POINT (-117.1737349 32.7751664)
,49055408,,POINT (-116.9495574 32.55471)
,49055409,,POINT (-116.949257 32.554707)
,49055410,,POINT (-117.036293 32.68956)
,49055411,,POINT (-117.035248 32.689434)
,49055412,,POINT (-117.033737 32.689247)
,49186483,,POINT (-117.073837 32.798695)
,49186486,,POINT (-117.028091 32.657402)
,49055415,,POINT (-117.032738 32.689476)
,49055416,,POINT (-117.03167 32.689301)
,49055417,,POINT (-117.030777 32.689144)
,49383092,,POINT (-117.073219 32.705524)
,49383095,,POINT (-117.015106 32.763908)
,4598695612,,POINT (-117.2243855 32.7474039)
,274958007,,POINT (-117.0964348 32.6328296)
,49120954,,POINT (-116.993637 32.764961)
traffic_signals,49252026,,POINT (-117.173133 32.7769592)
,49186496,,POINT (-117.024071 32.658676)
,356615868,,POINT (-117.2217124 32.7315277)
,356615869,,POINT (-117.2221916 32.7309668)
,49120962,,POINT (-116.9920391 32.765583)
turning_circle,49120963,,POINT (-116.956619 32.775558)
,49317573,,POINT (-116.960083 32.757828)
,49317578,,POINT (-116.9562 32.75774)
,49317580,,POINT (-116.955482 32.757328)
,49317581,,POINT (-116.9548656 32.7569617)
traffic_signals,49252046,,POINT (-117.170303 32.78648)
,49317588,,POINT (-116.954071 32.756844)
,49120983,,POINT (-116.956581 32.774555)
,5665621723,,POINT (-116.9419177 32.7852463)
,5665621724,,POINT (-116.9416724 32.787666)
,5665621725,,POINT (-116.9416534 32.7869234)
,5665621726,,POINT (-116.9414343 32.787666)
,5665621727,,POINT (-116.941426 32.7861839)
,49317600,,POINT (-116.9523038 32.7560089)
,5665621728,,POINT (-116.9403242 32.7876671)
,5665621729,,POINT (-116.9403046 32.7871124)
,5665621730,,POINT (-116.9410179 32.7859982)
,49120987,,POINT (-116.95639 32.773903)
,49120989,,POINT (-116.95649 32.773159)
,5665621734,,POINT (-116.9409212 32.7857864)
,49120990,,POINT (-117.045349 32.696484)
,49383135,,POINT (-117.064751 32.751598)
,49120992,,POINT (-117.044861 32.695335)
,49317610,,POINT (-116.950211 32.756298)
turning_circle,49645282,,POINT (-116.923622 32.75024)
,5665621740,,POINT (-116.9411163 32.7852168)
,5665621746,,POINT (-116.9434676 32.7851225)
,5665621747,,POINT (-116.9427738 32.7851076)
turning_circle,49186549,,POINT (-117.105583 32.729557)
traffic_signals,49252085,,POINT (-117.16288 32.794605)
,49317627,,POINT (-116.9510248 32.7584505)
,49055492,,POINT (-116.961884 32.660545)
,49055495,,POINT (-116.961609 32.659904)
,49055497,,POINT (-116.961563 32.659458)
,49055498,,POINT (-116.9618405 32.6588346)
,49055503,,POINT (-116.963707 32.65868)
,48924433,,POINT (-117.0878306 32.5801838)
,49055507,,POINT (-116.9644912 32.6587762)
turning_circle,49776404,,POINT (-117.118057 32.790237)
,49055509,,POINT (-116.9656508 32.6589642)
,49055510,,POINT (-117.029823 32.720604)
,49121045,,POINT (-117.056862 32.711426)
turning_circle,49776407,,POINT (-117.064777 32.789793)
,49121048,,POINT (-116.991798 32.643074)
,48924442,,POINT (-117.0869478 32.5801631)
,49121049,,POINT (-116.991463 32.642342)
turning_circle,49055516,,POINT (-117.0289 32.721039)
,49121047,,POINT (-117.0580883 32.7114057)
,49317667,,POINT (-117.027237 32.789505)
,49055530,,POINT (-117.0993246 32.7658309)
,4341729076,,POINT (-117.1065413 32.7114997)
,49252152,,POINT (-116.9780907 32.7282341)
,48924473,,POINT (-117.0854782 32.576488)
,49317690,,POINT (-117.066757 32.78664)
,49317691,,POINT (-117.066856 32.787174)
,49252154,,POINT (-116.978317 32.728645)
,49383227,,POINT (-116.921837 32.745182)
,49317695,,POINT (-117.069763 32.791782)
,49252160,,POINT (-116.978783 32.730095)
,49514304,,POINT (-117.049606 32.632122)
turning_circle,49383235,,POINT (-116.9199965 32.7443417)
,49252164,,POINT (-116.978691 32.730618)
,49252168,,POINT (-116.979111 32.731461)
,2406582089,,POINT (-117.1912555 32.7503005)
,49317706,,POINT (-117.068077 32.79179)
,49121104,,POINT (-117.016609 32.783535)
stop,49055575,,POINT (-117.05191 32.604416)
,49121112,,POINT (-117.017776 32.785431)
,49317721,,POINT (-116.983383 32.745636)
,49317722,,POINT (-116.983353 32.746605)
,49055578,,POINT (-117.048309 32.605549)
,49055577,,POINT (-117.050491 32.604862)
,49055579,,POINT (-117.047417 32.605824)
stop,49055580,,POINT (-117.046494 32.606113)
,49317727,,POINT (-116.98539 32.737274)
,49055581,,POINT (-117.045563 32.606369)
,49776473,,POINT (-117.077487 32.7519072)
,1164674906,,POINT (-117.0179063 32.616312)
,49055587,,POINT (-117.042267 32.607178)
,49055588,,POINT (-117.041061 32.607098)
,49055589,,POINT (-117.04097 32.607086)
,1164674911,,POINT (-117.0194522 32.6203372)
,49055591,,POINT (-117.039978 32.607079)
,49055592,,POINT (-117.038971 32.607349)
,49055595,,POINT (-117.037949 32.607712)
,49055596,,POINT (-116.959976 32.792698)
,1164674924,,POINT (-117.0177875 32.61636)
turning_circle,3182200686,,POINT (-117.2452383 32.7393954)
,49055598,,POINT (-116.960373 32.790596)
,49055599,,POINT (-116.960373 32.789799)
,3182200687,,POINT (-117.2448519 32.7391604)
,49055601,,POINT (-116.959953 32.787663)
,49055602,,POINT (-116.959953 32.786713)
,49055603,,POINT (-116.959961 32.785824)
,49055604,,POINT (-116.959961 32.784122)
,49055605,,POINT (-116.959953 32.783375)
,49055606,,POINT (-116.959953 32.782627)
,49055607,,POINT (-116.959953 32.781902)
,49055608,,POINT (-116.959953 32.781223)
,49055609,,POINT (-116.9599397 32.7803474)
,49055610,,POINT (-116.968773 32.775906)
,1164674931,,POINT (-117.0125753 32.619429)
,1164674933,,POINT (-117.0150966 32.6187965)
,49317758,,POINT (-116.983994 32.742714)
,1164674937,,POINT (-117.0178482 32.6179063)
,1164674942,,POINT (-117.0179585 32.6164313)
,1164674943,,POINT (-117.0187655 32.6182543)
,49121151,,POINT (-117.132072 32.621441)
,49121152,,POINT (-117.132301 32.62125)
,49121150,,POINT (-117.131523 32.62191)
,49055622,,POINT (-116.970688 32.775463)
turning_circle,1164674953,,POINT (-117.0168934 32.6197724)
,1164674954,,POINT (-117.0164698 32.6189004)
turning_circle,49317771,,POINT (-117.016403 32.700211)
,49317774,,POINT (-117.016563 32.700645)
,1164674958,,POINT (-117.0133048 32.6163294)
turning_circle,1164674960,,POINT (-117.0148605 32.6180826)
turning_circle,1164674966,,POINT (-117.0141095 32.6184531)
,49317785,,POINT (-117.016823 32.701397)
,49317786,,POINT (-117.017097 32.702168)
,49317788,,POINT (-117.017967 32.70443)
,49317790,,POINT (-117.019341 32.707909)
,1164674976,,POINT (-117.018036 32.6184757)
,1164674988,,POINT (-117.0157564 32.6184124)
,49317806,,POINT (-117.019211 32.711269)
turning_circle,1164674994,,POINT (-117.0170275 32.6181955)
,49186741,,POINT (-117.177948 32.701111)
,49186742,,POINT (-117.1787772 32.6996898)
turning_circle,1164674999,,POINT (-117.0175371 32.6205405)
,49186744,,POINT (-117.1797685 32.6979909)
,1164675002,,POINT (-117.0171562 32.6191353)
,49186747,,POINT (-117.1812806 32.6953991)
,49514427,,POINT (-117.00769 32.668091)
,49186749,,POINT (-117.1821145 32.6939698)
,49317822,,POINT (-116.991547 32.7104)
,49186750,,POINT (-117.182954 32.692531)
,49186751,,POINT (-117.1846192 32.6896767)
,49186752,,POINT (-117.1853046 32.6885018)
,49514429,,POINT (-117.007271 32.668968)
,49317827,,POINT (-116.990738 32.710018)
,1164675007,,POINT (-117.0143616 32.6191941)
,49383365,,POINT (-116.96553 32.762325)
,1164675013,,POINT (-117.0186368 32.6182994)
,49383367,,POINT (-116.964272 32.762333)
,1164675019,,POINT (-117.020509 32.6204321)
,1164675021,,POINT (-117.0103008 32.6197589)
,49317838,,POINT (-117.1156171 32.695722)
,49317839,,POINT (-117.115601 32.694977)
turning_circle,1164675023,,POINT (-117.016089 32.6218327)
,1164675024,,POINT (-117.0173049 32.6152966)
,4612523991,,POINT (-117.1114127 32.7611108)
turning_circle,1164675033,,POINT (-117.0159817 32.6209788)
,49121243,,POINT (-117.2353776 32.7383514)
,49121245,,POINT (-117.2347412 32.7390893)
,49121247,,POINT (-117.2341017 32.7398351)
,49121249,,POINT (-117.2328256 32.7413579)
turning_circle,1164675045,,POINT (-117.0116526 32.6200345)
,2713421799,,POINT (-117.0204889 32.79356)
turning_circle,1164675054,,POINT (-117.0163626 32.6189953)
,49514480,,POINT (-117.22213 32.738216)
,49514484,,POINT (-117.2281864 32.7423881)
,1164675064,,POINT (-117.0208845 32.6208342)
,2666301436,,POINT (-117.062392 32.6470207)
,2713421821,,POINT (-117.0240672 32.7940474)
,49514496,,POINT (-117.033546 32.693863)
,356616192,,POINT (-117.2206028 32.7299956)
,356616194,,POINT (-117.2200591 32.7306261)
,49186823,,POINT (-117.0580579 32.5732882)
,49186824,,POINT (-117.058067 32.572666)
,2713421832,,POINT (-117.0315017 32.7968239)
,49186826,,POINT (-117.05806 32.571926)
,49186828,,POINT (-117.058037 32.571163)
,49776653,,POINT (-117.239693 32.786148)
,49186830,,POINT (-117.058037 32.570374)
turning_circle,49514517,,POINT (-117.172997 32.771027)
,49580055,,POINT (-116.939949 32.778328)
,49383447,,POINT (-117.036903 32.702881)
,49055769,,POINT (-116.980927 32.796535)
,49383450,,POINT (-117.037689 32.701385)
turning_circle,49055775,,POINT (-116.981651 32.795731)
,49055776,,POINT (-117.017967 32.706749)
,49448993,,POINT (-117.0006041 32.7512093)
,49055777,,POINT (-117.014481 32.708008)
,49055778,,POINT (-117.168747 32.77206)
,356616223,,POINT (-117.2224129 32.7278707)
,49383459,,POINT (-117.039017 32.700314)
,1164675107,,POINT (-117.0160675 32.6180193)
,1164675109,,POINT (-117.0078921 32.6176217)
,1164675110,,POINT (-117.003775 32.6191827)
,48990244,,POINT (-117.051163 32.566101)
,49121317,,POINT (-117.163933 32.730331)
,49121318,,POINT (-117.164841 32.730328)
,1164675114,,POINT (-117.0071465 32.6173867)
,49121323,,POINT (-117.16819 32.730114)
,49121324,,POINT (-117.1690505 32.7298471)
